id,canonical_name,country_iso,country_tier,country_tier_label,trl_level,trl_band,trl_evidence,trl_confidence,trl_source_url,trl_history_count,subsystem_count,primary_approach,all_approaches,tech_tree_node_count,tech_tree_primary_node,tech_tree_primary_method,tech_tree_primary_confidence,tech_tree_primary_reasoning,tech_tree_primary_source_url,tech_tree_all_nodes,tech_tree_all_methods,tech_tree_all_confidences,tech_tree_all_reasonings,tech_tree_all_source_urls,tech_tree_product_clusters,vc_funding_stage,vc_funding_stage_reasoning,foreign_ownership_flag,foreign_ownership_flag_reasoning,key_investors,key_investors_count,role_in_supply_chain,role_in_supply_chain_confidence,role_in_supply_chain_reasoning,role_in_supply_chain_source_url,regulatory_risk_score,regulatory_risk_score_confidence,regulatory_risk_score_reasoning,regulatory_risk_score_source_url,export_control_exposure,export_control_exposure_confidence,export_control_exposure_reasoning,customer_count_band,customer_count_band_reasoning,current_capacity,current_capacity_reasoning,manufacturing_countries,manufacturing_countries_reasoning,critical_material_deps,sole_source_dependency,critical_material_deps_reasoning,financial_risk_score,financial_risk_label,financial_risk_summary,commercial_risk_score,commercial_risk_label,commercial_risk_summary,manufacturing_risk_score,manufacturing_risk_label,manufacturing_risk_summary,geopolitical_risk_score,geopolitical_risk_label,geopolitical_risk_summary,founded_year,headcount_range,funding_total_usd,domain,linkedin_url,linkedin_industry,linkedin_headquarters,linkedin_specialties,linkedin_company_size_text,has_ownership_chain,ownership_top_shareholders,effective_country_tier,tier_shift,description,source,source_url,discovered_via,confidence,last_seen_at
pjf-products,PJF Products,US,1,aligned,,,,,,0,0,supplier.engineering_services,supplier.engineering_services,1,concept_lts_tokamak,llm,0.45,Engineering services supplier with no specific signal; default to dominant fusion concept per rules.,https://www.fusionindustryassociation.org/about/members/,concept_lts_tokamak,llm,0.45,Engineering services supplier with no specific signal; default to dominant fusion concept per rules.,https://www.fusionindustryassociation.org/about/members/,Engineering Services > Components,Unknown,No funding_total_usd recorded — VC stage not inferable from totals.,,,,0,Component Manufacturer,0.6,Engineering services supplier role,https://www.fusionindustryassociation.org/about/members/,0.3,0.6,Engineering services general exposure,https://www.fusionindustryassociation.org/about/members/,Low,0.55,General engineering services,Unknown,No customer data available,Commercial Factory,Established commercial engineering supplier,,,,False,,0.1,low,"PJF Products is an established conglomerate / public-listed integrator with diversified revenue (customer_count_band='Unknown', role='Component Manufacturer'); no startup burn risk.",0.3,medium,PJF Products is established (role='Component Manufacturer') but customer_count_band='Unknown' in fusion-specific work is unclear; medium commercial risk.,0.2,low,PJF Products: Component Manufacturer at Commercial Factory; drivers: Commercial Factory in place.,0.15,low,"PJF Products (US, tier=1): tier-1 HQ (US), Low export exposure.",,,,pjfinc.com,,,,,,False,,,False,,fia,https://www.fusionindustryassociation.org/about/members/,,0.95,2026-05-11T14:52:49+00:00
pacific-fusion-corporation,Pacific Fusion Corporation,US,1,aligned,,,,,,0,0,,,2,concept_z_pinch,llm,0.6,Pacific Fusion is a pulsed-power magnetic-drive fusion developer; pulsed magnetic fusion neutron imaging fits Z-pinch/pulsed-power family.,https://infuse.ornl.gov/awards/,concept_z_pinch|concept_icf,llm|llm,0.60|0.40,Pacific Fusion is a pulsed-power magnetic-drive fusion developer; pulsed magnetic fusion neutron imaging fits Z-pinch/pulsed-power family.|Pulsed magnetic fusion has overlap with ICF/MagLIF-style inertial-magnetic approaches.,https://infuse.ornl.gov/awards/|https://infuse.ornl.gov/awards/,Pulsed Power > Magnetic Drive|,Unknown,No funding_total_usd recorded — VC stage not inferable from totals.,,,,0,Operator,0.7,Pulsed magnetic fusion developer per DOE INFUSE award,https://infuse.ornl.gov/awards/,0.5,0.6,Pulsed magnetic fusion R&D with standard exposure,https://infuse.ornl.gov/awards/,Medium,0.55,Pulsed-power technology dual-use,0,Developer building own concept,Lab Scale,Early-stage developer per DOE INFUSE program,,,,False,,0.6,high,"Pacific Fusion Corporation has sparse financial inputs (stage='Unknown', funding undisclosed, customers='0'); defaulting medium-high risk based on pre-revenue operator profile.",0.8,high,Pacific Fusion Corporation is a pre-commercial operator at Lab Scale with 0 customers; substantial commercial-traction risk – no off-takers or PPAs visible.,0.55,medium,Pacific Fusion Corporation: Operator at Lab Scale; drivers: Lab Scale capacity (long road to production).,0.23,low,"Pacific Fusion Corporation (US, tier=1): tier-1 HQ (US), Medium export exposure.",,,,,,,,,,False,,,False,DOE INFUSE awardee: Coded Apertures for Pulsed Magnetic Fusion Neutron Imaging,manual,https://infuse.ornl.gov/awards/,,0.6,2026-05-11T14:52:49+00:00
paragon-de,Paragon DE,US,1,aligned,,,,,,0,0,supplier.engineering_services,supplier.engineering_services,1,concept_lts_tokamak,llm,0.45,Engineering services supplier with no specific signal; default to dominant LTS tokamak concept.,https://www.fusionindustryassociation.org/about/members/,concept_lts_tokamak,llm,0.45,Engineering services supplier with no specific signal; default to dominant LTS tokamak concept.,https://www.fusionindustryassociation.org/about/members/,Engineering Services > General,Unknown,No funding_total_usd recorded — VC stage not inferable from totals.,,,,0,System Integrator,0.4,Engineering services for LTS tokamak per FIA,https://www.fusionindustryassociation.org/about/members/,0.3,0.5,Engineering services; limited nuclear materials,https://www.fusionindustryassociation.org/about/members/,Low,0.55,General engineering services,Unknown,No customer info,Unknown,No capacity info,,,,False,,0.55,medium,"System Integrator with unknown capacity, customers and funding; insufficient signal but profile fits small consultancy with thin balance sheet.",0.6,high,System Integrator with unknown capacity and unknown customer base; commercial position cannot be confirmed.,0.5,medium,System Integrator with unknown capacity — manufacturing readiness cannot be assessed.,0.15,low,Tier-1 HQ (US) with low export-control exposure; no tier-3 entanglement.,,,,paragonde.com,,,,,,False,,,False,,fia,https://www.fusionindustryassociation.org/about/members/,,0.95,2026-05-11T14:52:49+00:00
paramak-github,Paramak — Fusion reactor CAD-to-neutronics,GB,,,,,,,,0,0,supplier.simulation_software,supplier.simulation_software|supplier.engineering_services,1,tech_ai_ml_control,deterministic,0.7,approach tag 'supplier.simulation_software': Simulation-software supplier maps to AI/ML & computational enabling-tech node.,https://github.com/fusion-energy/paramak,tech_ai_ml_control,deterministic,0.70,approach tag 'supplier.simulation_software': Simulation-software supplier maps to AI/ML & computational enabling-tech node.,https://github.com/fusion-energy/paramak,,Unknown,No funding_total_usd recorded — VC stage not inferable from totals.,,,,0,Component Manufacturer,0.3,Open-source CAD-to-neutronics tool.,https://github.com/fusion-energy/paramak,0.2,0.8,Open-source code.,https://github.com/fusion-energy/paramak,Low,0.7,Open-source code.,0,Open-source.,Lab Scale,Software-only.,,,,False,,0.12,low,National lab / university / open-source project funded by government appropriations or institutional budgets rather than VC. Not exposed to commercial burn-rate risk.,0.12,low,Not a commercial entity (national lab / university / open-source project); commercial traction is not the relevant metric. Mission is research/public-goods delivery.,0.08,low,Pure software / open-source / simulation project; no physical manufacturing footprint. Role: Component Manufacturer.,0.15,low,"HQ GB (tier ), foreign ownership None, manufacturing in n/a, export-control Low. Tier-1 base with limited export-control / cross-border factors.",,,,github.com,,,,,,False,,,False,Parametric CAD-geometry generator targeting OpenMC fusion neutronics.,manual,https://github.com/fusion-energy/paramak,github_curated_v10,0.75,2026-05-11 19:44:00
peak-nanotech,Peak Nanotech,US,1,aligned,,,,,,0,0,supplier.materials_first_wall,supplier.materials_first_wall,1,tech_pfm,deterministic,0.9,approach tag 'supplier.materials_first_wall': First-wall materials supplier tag maps directly to plasma-facing-materials node.,https://www.fusionindustryassociation.org/about/members/,tech_pfm,deterministic,0.90,approach tag 'supplier.materials_first_wall': First-wall materials supplier tag maps directly to plasma-facing-materials node.,https://www.fusionindustryassociation.org/about/members/,,Unknown,No funding_total_usd recorded — VC stage not inferable from totals.,,,,0,Component Manufacturer,0.7,Supplier of first-wall materials (PFM) per approach tag,https://www.fusionindustryassociation.org/about/members/,0.55,0.55,Plasma-facing materials — nuclear-adjacent regulatory exposure,https://www.fusionindustryassociation.org/about/members/,Medium,0.55,Advanced materials supplier,Unknown,No customer info,Pilot Line,Specialty materials supplier,,,Tungsten,False,First-wall PFM commonly uses tungsten,0.15,low,"Established industrial/commercial supplier with revenue-generating customer base (Unknown customers, Commercial Factory). Not a venture-funded pre-revenue startup; low burn risk.",0.5,medium,Pilot Line stage in Component Manufacturer role with Unknown customer count — commercialization underway but not proven. Medium risk pending validation.,0.5,medium,Manufacturer depends on critical fusion materials (Tungsten) but with diversified sourcing and Pilot Line capacity; supply tightness possible but not single-point-failure.,0.25,medium,Tier-1 HQ (US) with Medium export-control exposure and no foreign-ownership flag; baseline allied jurisdiction risk only.,,,,peaknano.com,,,,,,False,,,False,,fia,https://www.fusionindustryassociation.org/about/members/,,0.95,2026-05-11T14:52:49+00:00
pillsbury-law,Pillsbury Law,US,1,aligned,,,,,,0,0,supplier.engineering_services,supplier.engineering_services,0,,,,,,,,,,,,Unknown,No funding_total_usd recorded — VC stage not inferable from totals.,,,,0,,,,,,,,,,,,,,,,,,,False,,,,,,,,,,,,,,,,,pillsburylaw.com,,,,,,False,,,False,,fia,https://www.fusionindustryassociation.org/about/members/,,0.95,2026-05-11T14:52:49+00:00
plant-village-charitable-society,Plant Village Charitable Society,,,,,,,,,0,0,,,0,,,,,,,,,,,,Unknown,No funding_total_usd recorded — VC stage not inferable from totals.,,,,0,,,,,,,,,,,,,,,,,,,False,,,,,,,,,,,,,,,,,,https://www.linkedin.com/company/plant-village-charitable-society,,"Ponnani, Kerala",,,False,,,False,,manual,https://www.crunchbase.com/organization/plant-village-charitable-society/growth_outlook,serp:crunchbase,0.55,2026-05-11 19:38:17
pranos-fusion-energy,Pranos Fusion Energy,US,1,aligned,,,,,,0,0,magnetic_confinement.tokamak,magnetic_confinement.tokamak,1,concept_lts_tokamak,deterministic,0.55,approach tag 'magnetic_confinement.tokamak': Conventional tokamak approach tag — defaulting to LTS concept (mature path; ITER-class).,https://www.fusionindustryassociation.org/about/members/,concept_lts_tokamak,deterministic,0.55,approach tag 'magnetic_confinement.tokamak': Conventional tokamak approach tag — defaulting to LTS concept (mature path; ITER-class).,https://www.fusionindustryassociation.org/about/members/,,Unknown,No funding_total_usd recorded — VC stage not inferable from totals.,,,,0,Operator,0.6,Tokamak developer (magnetic confinement),https://www.fusionindustryassociation.org/about/members/,0.5,0.5,Fusion concept developer,https://www.fusionindustryassociation.org/about/members/,Medium,0.5,Fusion concept developer with dual-use components,0,Operator developing own device,Lab Scale,Pre-commercial startup,,,,False,,0.7,high,"Tokamak operator with 0 customers, lab-scale, no disclosed funding or stage. Sparse data on a pre-revenue fusion operator implies elevated burn risk.",0.85,critical,Pre-revenue fusion operator with 0 off-takers and Lab Scale. No demonstrated commercial market and net-energy break-even still pending — high probability of failing to achieve commercial traction.,0.55,high,Lab Scale only in Operator role — no manufacturing infrastructure yet; substantial CapEx and capability build-out remains.,0.25,medium,Tier-1 HQ (US) with Medium export-control exposure and no foreign-ownership flag; baseline allied jurisdiction risk only.,,,,pranosfusion.energy,,,,,,False,,,False,,fia,https://www.fusionindustryassociation.org/about/members/,,0.95,2026-05-11T14:52:49+00:00
princeton-fusion-systems,Princeton Fusion Systems,US,,,,,,,,0,0,,,1,concept_frc,deterministic,0.7,description match '\bFRC\b/field[-\s]?reversed/magnetised target/magneto-?inertial': Description references FRC / magnetised-target — Field-Reversed Configuration concept.,https://en.wikipedia.org/wiki/List_of_nuclear_fusion_companies,concept_frc,deterministic,0.70,description match '\bFRC\b/field[-\s]?reversed/magnetised target/magneto-?inertial': Description references FRC / magnetised-target — Field-Reversed Configuration concept.,https://en.wikipedia.org/wiki/List_of_nuclear_fusion_companies,,Unknown,No funding_total_usd recorded — VC stage not inferable from totals.,,,,0,Operator,0.65,FRC concept developer per Wikipedia entry,https://en.wikipedia.org/wiki/List_of_nuclear_fusion_companies,0.4,0.55,FRC concept developer with standard exposure,https://en.wikipedia.org/wiki/List_of_nuclear_fusion_companies,Medium,0.5,Plasma confinement R&D dual-use,0,Concept developer,Lab Scale,Concept-stage company,,,,False,,0.15,low,Princeton Fusion Systems is a national lab / government-funded research institution; budgets come from state appropriations (not VC runway). Going-concern risk is low though program funding can fluctuate.,0.15,low,"Princeton Fusion Systems is a national lab / university — not a commercial entity. Commercial-traction risk is not applicable; marking low. (cap='Lab Scale', cust='0')",0.2,low,Princeton Fusion Systems is a research institution with no disclosed critical-material exposure; manufacturing scale-up risk is largely n/a (cap='Lab Scale').,0.28,medium,"Princeton Fusion Systems (US, tier=None): unknown tier (iso=US), Medium export exposure.",1992,,,,,,,,,False,,,False,Wikipedia list entry: Magnetic confinement: field-reversed configuration,manual,https://en.wikipedia.org/wiki/List_of_nuclear_fusion_companies,wikipedia_list,0.7,2026-05-11 19:36:41
pppl-github-org,Princeton Plasma Physics Lab on GitHub,US,,,,,,,,0,0,supplier.simulation_software,supplier.simulation_software,2,concept_lts_tokamak,deterministic,0.55,description match '\btokamak\b/\bspherical tokamak\b/\bNSTX\b/\bJET\b/\bWEST\b/\bEAST\b/\bKSTAR\b/\bJT-?60\b/\bDIII-?D\b/\bMAST\b/\bASDEX\b': Description references tokamak / a flagship tokamak devic…,https://github.com/PrincetonUniversity,concept_lts_tokamak|tech_ai_ml_control,deterministic|deterministic,0.55|0.70,description match '\btokamak\b/\bspherical tokamak\b/\bNSTX\b/\bJET\b/\bWEST\b/\bEAST\b/\bKSTAR\b/\bJT-?60\b/\bDIII-?D\b/\bMAST\b/\bASDEX\b': Description references tokamak / a flagship tokamak devic…|approach tag 'supplier.simulation_software': Simulation-software supplier maps to AI/ML & computational enabling-tech node.,https://github.com/PrincetonUniversity|https://github.com/PrincetonUniversity,|,Unknown,No funding_total_usd recorded — VC stage not inferable from totals.,,,,0,Operator,0.6,PPPL national-lab GitHub org; software arm of operator.,https://github.com/PrincetonUniversity,0.25,0.7,Open-source software arm of national lab.,https://github.com/PrincetonUniversity,Low,0.65,Open-source software.,0,Open-source.,Lab Scale,Software-only.,,,,False,,0.12,low,National lab / university / open-source project funded by government appropriations or institutional budgets rather than VC. Not exposed to commercial burn-rate risk.,0.12,low,Not a commercial entity (national lab / university / open-source project); commercial traction is not the relevant metric. Mission is research/public-goods delivery.,0.08,low,Pure software / open-source / simulation project; no physical manufacturing footprint. Role: Operator.,0.15,low,"HQ US (tier ), foreign ownership None, manufacturing in n/a, export-control Low. Tier-1 base with limited export-control / cross-border factors.",,,,github.com,,,,,,False,,,False,"PPPL umbrella org on GitHub; hosts STELLOPT, Minerva, NSTX-U diagnostics.",manual,https://github.com/PrincetonUniversity,github_curated_v10,0.75,2026-05-11 19:44:00
purdue-university-engineering,Purdue University Engineering,US,1,aligned,,,,,,0,0,supplier.diagnostics,supplier.diagnostics|supplier.materials_first_wall,1,tech_pfm,deterministic,0.9,approach tag 'supplier.materials_first_wall': First-wall materials supplier tag maps directly to plasma-facing-materials node.,https://www.fusionindustryassociation.org/about/members/,tech_pfm,deterministic,0.90,approach tag 'supplier.materials_first_wall': First-wall materials supplier tag maps directly to plasma-facing-materials node.,https://www.fusionindustryassociation.org/about/members/,,Unknown,No funding_total_usd recorded — VC stage not inferable from totals.,,,,0,Operator,0.55,University engineering research in PFMs and diagnostics,https://www.fusionindustryassociation.org/about/members/,0.4,0.55,University fusion-materials research,https://www.fusionindustryassociation.org/about/members/,Low,0.55,University research,Unknown,University,Lab Scale,University engineering lab,,,,False,,0.15,low,"Government-funded national lab / university research entity; not VC-dependent. Operates on programmatic budgets, not commercial revenue. Financial sustainability tied to public funding rather than burn rate.",0.15,low,"Not a commercial entity — public research institution / open-source project; commercial market-traction risk is not applicable. Mission is research, not product sales.",0.2,low,Academic / national-lab research entity at lab scale with no manufacturing scale-up plans — manufacturing-risk dimension not applicable.,0.15,low,"Tier-1 HQ (US), Low export-control exposure, no foreign ownership disclosed. Minimal geopolitical risk profile.",,,,purdue.edu,,,,,,False,,,False,,fia,https://www.fusionindustryassociation.org/about/members/,,0.95,2026-05-11T14:52:49+00:00
radiasoft,RadiaSoft,US,1,aligned,,,,,,0,0,supplier.simulation_software,supplier.simulation_software,1,tech_ai_ml_control,deterministic,0.7,approach tag 'supplier.simulation_software': Simulation-software supplier maps to AI/ML & computational enabling-tech node.,https://www.fusionindustryassociation.org/about/members/,tech_ai_ml_control,deterministic,0.70,approach tag 'supplier.simulation_software': Simulation-software supplier maps to AI/ML & computational enabling-tech node.,https://www.fusionindustryassociation.org/about/members/,,Unknown,No funding_total_usd recorded — VC stage not inferable from totals.,,,,0,Component Manufacturer,0.5,Simulation software supplier,https://www.fusionindustryassociation.org/about/members/,0.2,0.65,Software-focused; minimal nuclear exposure,https://www.fusionindustryassociation.org/about/members/,Medium,0.55,Physics simulation software with potential export control,Unknown,No customer info,Lab Scale,Small software firm,,,,False,,0.55,medium,"Sparse financial inputs (no funding, stage or customer data); default medium pre-revenue startup risk applied.",0.55,medium,Component Manufacturer still at Lab Scale; no demonstrated production-line sales channel.,0.1,low,Pure software / simulation / open-source code project; no physical manufacturing footprint.,0.25,low,Tier-1 HQ (US) with medium export-control exposure; no tier-3 entanglement.,,,,radiasoft.net,,,,,,False,,,False,,fia,https://www.fusionindustryassociation.org/about/members/,,0.95,2026-05-11T14:52:49+00:00
raysect-github,Raysect — Ray tracer for spectroscopic modelling,GB,,,,,,,,0,0,supplier.simulation_software,supplier.simulation_software|supplier.diagnostics,1,tech_ai_ml_control,deterministic,0.7,approach tag 'supplier.simulation_software': Simulation-software supplier maps to AI/ML & computational enabling-tech node.,https://github.com/raysect/source,tech_ai_ml_control,deterministic,0.70,approach tag 'supplier.simulation_software': Simulation-software supplier maps to AI/ML & computational enabling-tech node.,https://github.com/raysect/source,,Unknown,No funding_total_usd recorded — VC stage not inferable from totals.,,,,0,Component Manufacturer,0.3,Open-source ray-tracer software.,https://github.com/raysect/source,0.15,0.8,Open-source code.,https://github.com/raysect/source,Low,0.75,Open-source code.,0,Open-source.,Lab Scale,Software-only.,,,,False,,0.12,low,National lab / university / open-source project funded by government appropriations or institutional budgets rather than VC. Not exposed to commercial burn-rate risk.,0.12,low,Not a commercial entity (national lab / university / open-source project); commercial traction is not the relevant metric. Mission is research/public-goods delivery.,0.08,low,Pure software / open-source / simulation project; no physical manufacturing footprint. Role: Component Manufacturer.,0.15,low,"HQ GB (tier ), foreign ownership None, manufacturing in n/a, export-control Low. Tier-1 base with limited export-control / cross-border factors.",,,,github.com,,,,,,False,,,False,Python ray-tracer; foundation for Cherab plasma-spectroscopy.,manual,https://github.com/raysect/source,github_curated_v10,0.75,2026-05-11 19:44:00
research-instruments,Research Instruments,DE,1,aligned,,,,,,0,0,,,2,concept_lts_tokamak,llm,0.45,Research Instruments GmbH builds SRF and accelerator components; serves fusion via cryogenic/RF systems.,https://www.fusionindustryassociation.org/about/members/,concept_lts_tokamak|tech_plasma_heating,llm|llm,0.45|0.40,Research Instruments GmbH builds SRF and accelerator components; serves fusion via cryogenic/RF systems.|RF/microwave components used in plasma heating systems.,https://www.fusionindustryassociation.org/about/members/|https://www.fusionindustryassociation.org/about/members/,RF/Cryogenic Components|,Unknown,No funding_total_usd recorded — VC stage not inferable from totals.,,,,0,Component Manufacturer,0.75,Plasma-heating / SRF cavity OEM in Germany.,https://www.fusionindustryassociation.org/about/members/,0.5,0.55,RF/accelerator components with some controlled exposure.,https://www.fusionindustryassociation.org/about/members/,Medium,0.6,RF/plasma-heating components dual-use.,6-20,Specialised supplier to research labs.,Pilot Line,Mid-size specialised OEM.,,,,False,,0.1,low,"Established large enterprise / public conglomerate with diversified revenue; fusion/fission work is one program of many. Customer band 6-20, role Component Manufacturer. Burn-rate risk is negligible.",0.28,medium,Established firm but customer disclosure for the fusion program is 6-20. Base business is healthy; fusion traction unproven.,0.47,medium,"Capacity Pilot Line, 0 critical materials (none listed), 0 sole-sourced, reg-score 0.5. Manufacturing in 0 country(ies). Moderate or limited exposure.",0.2,low,"HQ DE (tier 1), foreign ownership None, manufacturing in n/a, export-control Medium. Tier-1 base with limited export-control / cross-border factors.",,,,research-instruments.de,,,,,,False,,,False,,fia,https://www.fusionindustryassociation.org/about/members/,,0.95,2026-05-11T14:52:49+00:00
roechling,Roechling,DE,1,aligned,,,,,,0,0,supplier.diagnostics,supplier.diagnostics,1,concept_lts_tokamak,llm,0.4,Diagnostics/plastics supplier to fusion sector; default to dominant LTS tokamak ecosystem.,https://www.fusionindustryassociation.org/about/members/,concept_lts_tokamak,llm,0.40,Diagnostics/plastics supplier to fusion sector; default to dominant LTS tokamak ecosystem.,https://www.fusionindustryassociation.org/about/members/,Diagnostics > Fusion,Unknown,No funding_total_usd recorded — VC stage not inferable from totals.,,,,0,Component Manufacturer,0.55,Diagnostics/components supplier,https://www.fusionindustryassociation.org/about/members/,0.35,0.5,Industrial components supplier,https://www.fusionindustryassociation.org/about/members/,Medium,0.5,Industrial supplier with dual-use exposure,20+,Established Roechling group has broad industrial customer base,Commercial Factory,Established industrial supplier,,,,False,,0.15,low,"Established industrial/commercial supplier with revenue-generating customer base (20+ customers, Commercial Factory). Not a venture-funded pre-revenue startup; low burn risk.",0.15,low,Established supplier with 20+ customers and Commercial Factory capacity demonstrates proven commercial traction in Component Manufacturer role.,0.2,low,Operational Commercial Factory in Component Manufacturer role without disclosed critical-material dependencies; established manufacturing footprint.,0.25,medium,Tier-1 HQ (DE) with Medium export-control exposure and no foreign-ownership flag; baseline allied jurisdiction risk only.,,,,roechling.com,,,,,,False,,,False,,fia,https://www.fusionindustryassociation.org/about/members/,,0.95,2026-05-11T14:52:49+00:00
roland-berger,Roland Berger,DE,1,aligned,,,,,,0,0,supplier.engineering_services,supplier.engineering_services,0,,,,,,,,,,,,Unknown,No funding_total_usd recorded — VC stage not inferable from totals.,,,,0,,,,,,,,,,,,,,,,,,,False,,,,,,,,,,,,,,,,,rolandberger.com,,,,,,False,,,False,,fia,https://www.fusionindustryassociation.org/about/members/,,0.95,2026-05-11T14:52:49+00:00
rolf-kind,Rolf Kind,DE,1,aligned,,,,,,0,0,,,0,,,,,,,,,,,,Unknown,No funding_total_usd recorded — VC stage not inferable from totals.,,,,0,,,,,,,,,,,,,,,,,,,False,,,,,,,,,,,,,,,,,r-kind.de,,,,,,False,,,False,,fia,https://www.fusionindustryassociation.org/about/members/,,0.95,2026-05-11T14:52:49+00:00
rbi,Rudjer Boskovic Institute,HR,1,aligned,,,,,,0,0,,,2,concept_lts_tokamak,deterministic,0.55,source signature 'euro-?fusion\.org': EUROfusion consortium member — primary focus is JET / ITER (LTS tokamak).,https://euro-fusion.org/eurofusion/members/,concept_lts_tokamak|concept_stellarator,deterministic|deterministic,0.55|0.45,source signature 'euro-?fusion\.org': EUROfusion consortium member — primary focus is JET / ITER (LTS tokamak).|source signature 'euro-?fusion\.org': EUROfusion also covers W7-X stellarator programme — secondary tag.,https://euro-fusion.org/eurofusion/members/|https://euro-fusion.org/eurofusion/members/,|,Unknown,No funding_total_usd recorded — VC stage not inferable from totals.,,,,0,Operator,0.55,EUROfusion consortium research institute,https://euro-fusion.org/eurofusion/members/,0.35,0.55,Academic research,https://euro-fusion.org/eurofusion/members/,Low,0.55,Academic research institute,Unknown,Not a vendor,Lab Scale,Research institute,,,,False,,0.15,low,"Government-funded national lab / university research entity; not VC-dependent. Operates on programmatic budgets, not commercial revenue. Financial sustainability tied to public funding rather than burn rate.",0.15,low,"Not a commercial entity — public research institution / open-source project; commercial market-traction risk is not applicable. Mission is research, not product sales.",0.2,low,Academic / national-lab research entity at lab scale with no manufacturing scale-up plans — manufacturing-risk dimension not applicable.,0.15,low,"Tier-1 HQ (HR), Low export-control exposure, no foreign ownership disclosed. Minimal geopolitical risk profile.",,,,,,,,,,False,,,False,EUROfusion consortium member; acronym: RBI,manual,https://euro-fusion.org/eurofusion/members/,,0.6,2026-05-11T14:52:49+00:00
schott,SCHOTT,DE,1,aligned,,,,,,0,0,magnetic_confinement.mirror,magnetic_confinement.mirror,1,concept_icf,llm,0.55,SCHOTT supplies laser glass for ICF/inertial fusion drivers; mirror tag appears mislabeled in input.,https://www.fusionindustryassociation.org/about/members/,concept_icf,llm,0.55,SCHOTT supplies laser glass for ICF/inertial fusion drivers; mirror tag appears mislabeled in input.,https://www.fusionindustryassociation.org/about/members/,ICF > Laser Glass,Unknown,No funding_total_usd recorded — VC stage not inferable from totals.,,,,0,Component Manufacturer,0.6,Specialty glass/ceramics supplier (ICF optics inferred),https://www.fusionindustryassociation.org/about/members/,0.4,0.5,Specialty optics/glass supplier,https://www.fusionindustryassociation.org/about/members/,Medium,0.55,Precision optics can be dual-use,20+,Major specialty glass/ceramics manufacturer,Commercial Factory,Established global glass/ceramics manufacturer,,,,False,,0.15,low,"Established industrial/commercial supplier with revenue-generating customer base (20+ customers, Commercial Factory). Not a venture-funded pre-revenue startup; low burn risk.",0.15,low,Established supplier with 20+ customers and Commercial Factory capacity demonstrates proven commercial traction in Component Manufacturer role.,0.2,low,Operational Commercial Factory in Component Manufacturer role without disclosed critical-material dependencies; established manufacturing footprint.,0.25,medium,Tier-1 HQ (DE) with Medium export-control exposure and no foreign-ownership flag; baseline allied jurisdiction risk only.,,,,schott.com,,,,,,False,,,False,,fia,https://www.fusionindustryassociation.org/about/members/,,0.95,2026-05-11T14:52:49+00:00
simic,SIMIC,IT,1,aligned,,,,,,0,0,,,2,concept_lts_tokamak,llm,0.6,SIMIC is an Italian heavy-engineering supplier of ITER vacuum vessel/superconducting magnet components.,https://www.fusionindustryassociation.org/about/members/,concept_lts_tokamak|milestone_iter_construction,llm|llm,0.60|0.55,SIMIC is an Italian heavy-engineering supplier of ITER vacuum vessel/superconducting magnet components.|SIMIC directly fabricates ITER vessel sectors and magnet components.,https://www.fusionindustryassociation.org/about/members/|https://www.fusionindustryassociation.org/about/members/,Engineering Services > ITER Components|,Unknown,No funding_total_usd recorded — VC stage not inferable from totals.,,,,0,Component Manufacturer,0.65,"Italian ITER supplier, likely component fabrication",https://www.fusionindustryassociation.org/about/members/,0.65,0.65,ITER component supplier with nuclear qualification path,https://www.fusionindustryassociation.org/about/members/,Medium,0.55,ITER component manufacturer dual-use exposure,Unknown,No customer info available,Commercial Factory,Established Italian industrial firm,,,,False,,0.1,low,"SIMIC is an established conglomerate / public-listed integrator with diversified revenue (customer_count_band='Unknown', role='Component Manufacturer'); no startup burn risk.",0.3,medium,SIMIC is established (role='Component Manufacturer') but customer_count_band='Unknown' in fusion-specific work is unclear; medium commercial risk.,0.2,low,SIMIC: Component Manufacturer at Commercial Factory; drivers: Commercial Factory in place.,0.23,low,"SIMIC (IT, tier=1): tier-1 HQ (IT), Medium export exposure.",,,,simic.it,,,,,,False,,,False,,fia,https://www.fusionindustryassociation.org/about/members/,,1.0,2026-05-11T14:52:49+00:00
